0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,6.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000000e+00
-8.844778253138327884e-01,-5.163991863238334146e-01,-3.457133741416480999e-01,-3.062049333716267419e-01,-6.791271252710359696e-02,3.082092003629928190e+00,-6.271832967887476518e-02,1.010046401637735430e-01,-4.012454940969579775e-01
-1.026269855045608859e+00,-6.751213190875947623e-01,-3.667559449198175558e-01,-2.766181279058202991e-01,-9.783375724855997158e-02,3.486723395201835718e+00,-2.043527148654724068e-01,2.165266013400803380e-01,-5.973458991922074857e-01
-9.790992035012894279e-01,-2.451681035790300445e-01,-3.871571407330623438e-01,-2.580651837389965619e-01,-1.369861291414594673e-01,2.620460360189017290e+00,-1.516045955437873571e-01,-1.104284447473006664e-01,-3.688703027273750323e-01
-9.784724764456611545e-01,-4.973511727906935742e-01,-3.681330775927745269e-01,-3.045660916248082994e-01,-1.243477035776489742e-01,3.140104490067675780e+00,-1.930619020965811672e-01,5.733875697609613908e-02,7.398695386125555551e-01
-1.187939088688666933e+00,-4.384413734056631373e-01,-2.336713747819859910e-01,-2.265085061489988116e-01,-1.131557733840318075e-01,2.916798267588653459e+00,-5.081056126383574900e-02,-1.531887512170978793e-01,8.426560885103266951e-01
-1.324650698466840915e+00,-5.014187102680514041e-01,-7.345587130488534511e-02,-2.043992968599451787e-01,-2.782650280526961090e-02,2.010818659749625148e+00,-3.721427644648387517e-02,1.065398377749690456e-01,-1.113744510378067605e-02
-1.420541362807423935e+00,-3.312607432133847785e-01,-2.972524959605647998e-01,-2.756647148796060875e-01,-2.698675934227679624e-02,2.792738859895278924e+00,-2.115986599139214330e-01,1.559565652866583274e-01,1.558621685458593475e+00
-1.169158105668921532e+00,-5.008629988736476024e-01,-3.530609174058524924e-01,-2.135496524376540028e-01,-5.347326538514908523e-02,2.675219228327643695e+00,-1.938439635818603457e-01,2.505817797087742105e-01,3.796407159764393358e-01
-1.196431059622119708e+00,-1.519664039306149461e-01,-3.586784516848509075e-01,-2.749107980333281298e-01,-1.189147654828670575e-01,2.261684298229173162e+00,-6.344829598989962238e-02,-1.435156167928028359e-01,4.880118168759385866e-01
-1.187215665876032000e+00,-2.254224006519551515e-01,-3.711617129528151926e-01,-2.784025524596873136e-01,-1.432858455602840086e-01,2.656841408463986642e+00,-2.735279600786027498e-01,-1.524706156354356801e-01,1.936768193955075601e+00
-1.564618764861520850e+00,-3.230197075665879880e-01,-4.054527725159217111e-01,-3.139379712049252258e-01,-1.644977272158930637e-01,2.386114048683303235e+00,-2.857270699179623730e-01,-6.068924326445657852e-02,2.267892477024592512e+00
-1.432478481270850201e+00,-2.093797565936507954e-01,-3.076527195916682333e-01,-2.231751713344264088e-01,-6.323903577715976609e-02,2.079333049609716877e+00,-8.974843984772751249e-02,1.177488343200472493e-01,1.962939757501912297e+00
-1.212953962782316042e+00,1.265805793195156626e-01,-2.989602442549092395e-02,-2.711836810758329608e-01,-1.011356036609563636e-01,1.707395428703919693e+00,-2.614566042900909326e-01,-7.776262007233550322e-02,-9.463752726482486111e-01
-1.393875753393145400e+00,3.451308721198118046e-01,-3.039076146216214691e-01,-2.433448019089581305e-01,-1.700080918633808391e-01,1.813623438112792474e+00,-1.105613997672845406e+00,-2.761801800361549097e-01,-8.436965561477722808e-01
-1.278637215589791376e+00,-1.167936653007449199e-01,1.217035032396252131e-01,-2.751123090631556467e-01,-2.616734773460536179e-01,1.628787627374939984e+00,-1.497519842289692038e+00,-4.583364984423468624e-01,-1.037901015932558790e+00
-1.064919491542715591e+00,-3.437687237342853530e-01,8.771777803480974578e-01,-3.007657376960216067e-01,-1.085812469519090717e-01,2.709831178136968610e+00,-2.701629031866406572e-01,-2.245104904533426482e-02,9.415778081767404162e-01
-1.168111723230075061e+00,-2.112594260361430054e-01,2.155886937652516377e-01,-2.307440331883344187e-01,-1.031244882477468650e-01,2.541200543736608974e+00,-2.230430512775453400e-01,1.680400478405001674e-02,1.279715864978551831e+00
-9.881288593699154577e-01,-3.830889913995255136e-01,-2.408905393147568463e-01,-2.064653025722696655e-01,-1.917080055704003735e-02,1.933060812096190739e+00,-3.287101841525923163e-02,1.016048901555717116e-01,3.937092675565515010e-02
-8.208726642730261869e-01,-3.378153967958821835e-01,-3.420449804964108553e-01,-2.402288973497416769e-01,-1.385886399475179734e-02,2.193815908665699865e+00,-3.124748093499472509e-02,2.102931395289737299e-02,-6.725885740352862685e-01
-9.028641681113214190e-01,-5.355331214520013539e-02,-3.539989103102252899e-01,-2.282974538159265321e-01,-4.192845768483925706e-02,2.608637570152618768e+00,-1.928057255960662630e-01,1.001410677214295136e-01,-6.051256405012204187e-01
-8.845660261120316115e-01,-4.468835500180598497e-01,-5.581009664570257822e-01,-2.672422682078542389e-01,-1.994591330225893855e-01,2.577273983147662761e+00,-3.328451363303997490e-01,-3.988313367794681930e-01,-7.442241060102572359e-01
-8.391154414425855412e-01,-1.958470756807323410e-01,-3.382208691169450443e-01,-1.748589632153990658e-01,-2.283798531579722679e-02,-9.569971002187895731e-03,8.718069746550458077e-02,1.399356693276111452e-01,9.930869733309352076e-01
-1.267274317697472563e+00,-1.665620494125457929e-01,-4.489881266287445299e-02,-2.258552041828244261e-01,-1.397046811766790297e-01,-1.208979787391470245e-01,-2.138596442501293216e-01,-2.786676602272497583e-01,1.243390630641324268e+00
-1.308561290762035201e+00,-2.341198634389607125e-01,-3.917339665934714832e-01,1.137769411795455932e-01,-3.002066258360306383e-01,-5.388783808280228627e-01,-5.372391807960019694e-01,-7.183896123999929939e-01,9.957292390576041319e-01
-1.299310996361840775e+00,-1.964582005515115581e-01,-3.599907533374505086e-01,-2.362718812313245043e-01,-2.864250431914479034e-01,-4.938843705049330568e-01,-4.851856738781998857e-01,-6.667858239172059776e-01,1.109272339189109502e+00
-1.346376112936486180e+00,-3.342826451730038784e-01,-3.630561675371852814e-01,-2.123645406035156724e-01,-2.920180465764485866e-01,2.519197453767729744e-01,-4.685795442137431488e-01,-6.395720907596157412e-01,7.578067039397158311e-01
-1.273374491453781898e+00,-3.383289921426494984e-01,-1.514551738536447367e-01,-1.659745655188387681e-01,-1.967590432124641797e-01,-2.293357482545817505e-01,-5.815003602618538103e-01,-4.623390250329857953e-01,9.105751675371461795e-01
-1.285363531841417606e+00,-2.227881803289333273e-01,1.311087251213933769e-01,-1.904639268334701319e-01,-2.186082482869228238e-01,-4.240918110087203013e-02,-2.693872397635423965e-01,-5.691945846106021278e-01,1.512006324393266432e+00
-1.258442990415170826e+00,-4.107041169833598460e-01,-1.279863989252245371e-01,-1.734298721835239310e-01,-1.722126542994955045e-01,-2.363112240953406107e-01,-1.897244960334703023e-01,-3.864036970887352318e-01,1.439042528454431924e+00
-3.794934536900382294e-01,-4.378299815175442644e-01,-3.833257365368687997e-01,-1.805353621930517460e-01,9.462452434991175344e-04,-4.697003840901183280e-01,4.431918770499386484e-04,7.365858258973809192e-02,-6.677109096639397001e-02
-1.350743422570010344e+00,-4.915619992620805512e-01,-3.501107163612591777e-01,-1.042754008906352226e-01,-2.456544514129791468e-01,-3.325095923617503169e-01,-3.341364451182534667e-01,-4.812367630951591146e-01,1.193698837025838122e+00
-1.009350322195174066e+00,-1.868897076947036995e-01,-1.723799636091956355e-01,-2.154050670268999046e-01,-1.583596191065557435e-01,2.658559554221230983e-02,-2.779752505899364956e-01,-3.055059268406951634e-01,8.981476788816176171e-01
-1.001386633066895460e+00,-3.608849555724099600e-01,-3.394983999956153742e-01,-2.300299727943170558e-01,-1.451880667253892254e-01,-2.236166900853822082e-01,-2.390976520606833411e-01,-2.320901395619538454e-01,4.253904576066436238e-01
-1.247067971292154631e+00,-2.480540930837274449e-01,4.777346097090600652e-01,-1.857859338563360996e-01,-1.435389168690991146e-01,-3.287127553373732081e-01,-2.498726539956158954e-01,-3.407915235543093613e-01,5.716945189996470722e-01
-1.264124512755811613e+00,-2.360049661712445568e-01,-2.619127205507182365e-01,-1.836189832110752818e-01,-1.736641549899112236e-01,-4.371306193625569825e-01,-3.448047722364681600e-01,-3.934971558658705848e-01,1.216606117376926921e+00
-1.189452881939165430e+00,1.414038912043642737e+00,-3.777622870056582260e-01,1.708033371291167168e-01,-3.406617971155336683e-02,1.118539090743702280e+00,-1.806279022399368273e-01,2.066888677532526253e-01,-3.630171870881101492e-01
-1.102473388348713890e+00,-4.886876167459346942e-01,-3.242249136908443852e-01,2.413115466921956706e-02,1.736412103601938928e-01,1.007616298197141935e+00,5.918027579367095559e-01,7.199293403913794576e-01,7.940012441609609617e-01
-1.249992090958272017e+00,8.991224804665330916e-01,-3.914037284754174340e-01,-2.286143406292447111e-01,-1.658976461697025395e-01,6.884036684120277139e-01,-3.309160422904441901e-01,-2.810394474740347537e-01,7.195290630932238418e-02
-1.174480096054370204e+00,4.831716217464553098e-02,-2.569819850348783463e-01,-2.040357811756101647e-01,-1.735732968941127927e-02,-3.913117208801442093e-01,1.562515884116743026e-01,2.726090744700202517e-01,8.258214116825830509e-01
-1.076751225810363977e+00,4.989488881589785318e-01,-3.786234472276207019e-01,-2.225393810702641639e-01,-1.764297999180031440e-01,7.383791906984374931e-01,-2.547725631608629415e-01,-2.777914937183612598e-01,1.896848294305547578e+00
-9.589977839991100650e-01,2.309777307048187511e-01,-3.271273660725026455e-01,-1.009913091954745407e-01,1.121044804043063448e-01,8.684741274353364737e-01,9.514299147304355886e-01,5.798469994184599630e-01,9.041530699644573232e-01
-1.278806447506763311e+00,3.471380459083623915e-01,1.867000964104739813e+00,-1.714380926151548579e-01,2.651342681967666648e-01,1.722918345882417546e+00,6.800651295422782683e-01,1.202563567407926248e+00,1.448899893052353560e+00
-1.255931988290653889e+00,-1.731739858763430007e-02,-2.545765471321992934e-01,-7.234565917234320187e-02,1.004329305475672118e+00,9.397694080224782143e-01,2.395072376716534723e+00,4.016222147490227101e+00,2.943236856687971303e-01
-1.063434298277495804e+00,1.467850290239318900e+00,-3.400584336600396274e-01,-1.701747460481227159e-01,-5.842601747879565786e-03,-1.689167694494698724e-01,-1.719307822940096264e-01,2.250879255298824377e-01,-3.096481298417854133e-01
-1.113882302616329811e+00,-1.832853790825640095e-01,-2.698290895489566799e-01,-2.735199281031995555e-02,6.286609167780343732e-01,-2.820330037924227984e-01,2.871820790314838501e-01,1.943762662098796001e+00,1.417655347208940375e+00
-1.065975365400573027e+00,1.270487138554897477e+00,6.715870947758593168e-01,-1.592357802185162263e-01,5.024420262833876327e-01,-3.321741535551445135e-01,3.194930644726756142e-01,2.680983325252326299e+00,3.440421751017654906e-01
